                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 0.9211,                 1.4475,                 1.0102,                0.79061,                0.77282,                0.79668,                 0.6461,                0.75955,                 1.1453,                0.96017,             0.00068868,             0.00068868,             0.00068868
                     17,                0.88876,                 1.4437,                 1.0099,                0.70579,                0.80501,                0.77993,                0.61209,                0.81673,                 1.1206,                0.96011,             0.00067837,             0.00067837,             0.00067837
                     18,                0.85344,                 1.2989,                0.98985,                0.83382,                0.75148,                0.77412,                0.63044,                0.77439,                 1.0259,                0.94897,             0.00066807,             0.00066807,             0.00066807
                     19,                0.86165,                 1.2392,                0.97404,                0.84044,                0.68475,                0.74412,                0.60246,                0.81198,                  1.055,                0.97013,             0.00065776,             0.00065776,             0.00065776
                     20,                0.86446,                 1.2783,                0.99308,                0.82317,                0.67625,                0.77761,                0.62218,                0.80343,                 1.0923,                0.95992,             0.00064745,             0.00064745,             0.00064745
                     21,                0.83905,                  1.202,                0.98081,                0.71171,                0.62139,                0.72771,                0.59456,                0.80034,                 1.4553,                0.95879,             0.00063714,             0.00063714,             0.00063714
                     22,                0.84218,                 1.1581,                 0.9987,                0.80976,                0.71377,                0.80852,                0.65924,                0.77874,                 1.1141,                0.94649,             0.00062683,             0.00062683,             0.00062683
                     23,                0.81792,                  1.192,                0.97259,                0.73917,                0.81241,                0.82078,                 0.6553,                0.75425,                0.98282,                0.94395,             0.00061652,             0.00061652,             0.00061652
                     24,                 0.7981,                  1.073,                0.97178,                0.83252,                0.77072,                0.84288,                0.67253,                0.77019,                0.94202,                0.94533,             0.00060622,             0.00060622,             0.00060622
                     25,                0.79975,                 1.0545,                0.95393,                0.92337,                0.84724,                0.92058,                0.75859,                0.74334,                0.85879,                0.93003,             0.00059591,             0.00059591,             0.00059591
                     26,                0.78309,                 1.0299,                0.96452,                0.89404,                0.75722,                0.93444,                0.75073,                 0.7495,                0.77289,                0.93929,              0.0005856,              0.0005856,              0.0005856
                     27,                 0.7864,                 1.0114,                0.96132,                0.80729,                0.86185,                0.93367,                0.75274,                0.75223,                0.73794,                 0.9483,             0.00057529,             0.00057529,             0.00057529
                     28,                 0.7882,                0.97055,                0.96543,                0.91156,                0.79673,                0.89767,                0.72881,                0.75141,                0.77787,                0.94142,             0.00056498,             0.00056498,             0.00056498
                     29,                0.74022,                0.93497,                0.95189,                0.75957,                0.88361,                0.87062,                0.70392,                0.75877,                0.73389,                0.94632,             0.00055467,             0.00055467,             0.00055467
                     30,                0.77591,                0.93052,                0.94191,                0.84227,                0.87076,                0.91303,                0.75152,                 0.7516,                0.71856,                0.93701,             0.00054437,             0.00054437,             0.00054437
                     31,                0.75183,                0.92837,                0.94137,                0.83278,                0.85826,                0.87226,                0.72014,                0.71656,                0.72292,                0.93159,             0.00053406,             0.00053406,             0.00053406
                     32,                0.75615,                 0.9071,                0.96763,                0.85822,                0.87203,                0.94218,                0.77374,                 0.7681,                0.62464,                0.95519,             0.00052375,             0.00052375,             0.00052375
                     33,                0.74995,                0.88581,                0.93646,                0.83273,                0.83561,                0.93174,                 0.7626,                0.73468,                0.67028,                0.94525,             0.00051344,             0.00051344,             0.00051344
                     34,                0.75918,                0.87751,                0.96745,                0.70831,                0.79614,                 0.8143,                0.66703,                0.75516,                0.72927,                 0.9465,             0.00050313,             0.00050313,             0.00050313
                     35,                0.72979,                0.82302,                0.93332,                0.90408,                0.84705,                0.91139,                0.76193,                0.72296,                0.62774,                0.93622,             0.00049282,             0.00049282,             0.00049282
                     36,                0.72121,                0.82749,                0.94814,                0.79223,                 0.8283,                0.91111,                0.75837,                0.73763,                0.65892,                0.93151,             0.00048252,             0.00048252,             0.00048252
                     37,                0.71765,                0.83165,                0.92464,                0.81239,                0.91668,                0.91098,                0.76233,                0.70034,                0.67405,                0.91962,             0.00047221,             0.00047221,             0.00047221
                     38,                0.68967,                0.78941,                0.92226,                0.80155,                0.91978,                0.92773,                0.77794,                 0.7051,                0.62642,                0.91731,              0.0004619,              0.0004619,              0.0004619
                     39,                0.70538,                0.79142,                0.92871,                0.84995,                0.84182,                0.92217,                0.77088,                0.70393,                0.61553,                0.92182,             0.00045159,             0.00045159,             0.00045159
                     40,                0.73593,                0.80125,                0.93899,                0.84474,                0.86155,                0.87986,                0.73537,                0.71706,                0.65296,                0.91976,             0.00044128,             0.00044128,             0.00044128
                     41,                0.67786,                0.75812,                0.91839,                0.85721,                  0.859,                0.86972,                0.72645,                0.68388,                 0.6039,                 0.9148,             0.00043097,             0.00043097,             0.00043097
                     42,                0.69433,                0.74218,                0.93128,                0.79212,                0.89195,                0.90878,                0.76405,                0.69283,                 0.6326,                0.90399,             0.00042066,             0.00042066,             0.00042066
                     43,                0.70037,                0.74913,                0.93871,                0.84842,                0.86979,                0.89939,                0.74406,                0.69176,                0.63279,                0.91317,             0.00041036,             0.00041036,             0.00041036
                     44,                0.67502,                0.70819,                0.93421,                 0.8605,                0.85453,                0.92611,                0.77316,                0.67222,                0.63975,                0.91254,             0.00040005,             0.00040005,             0.00040005
                     45,                0.68263,                0.72545,                0.91413,                0.84213,                0.94009,                0.94771,                0.81271,                0.66051,                0.57201,                 0.9025,             0.00038974,             0.00038974,             0.00038974
                     46,                0.70539,                0.70989,                0.92951,                0.86625,                0.91756,                  0.958,                0.80561,                0.66731,                0.55007,                0.89521,             0.00037943,             0.00037943,             0.00037943
                     47,                 0.6573,                0.72957,                0.92436,                0.91517,                0.90011,                0.97071,                0.81999,                0.66086,                0.55667,                0.89739,             0.00036912,             0.00036912,             0.00036912
                     48,                0.67896,                0.69175,                 0.9148,                0.82447,                0.93339,                0.93772,                0.78553,                0.69595,                0.57749,                0.91375,             0.00035881,             0.00035881,             0.00035881
                     49,                0.66772,                0.68163,                0.92829,                0.85313,                0.89365,                0.94546,                0.79098,                0.68118,                0.51376,                0.90864,             0.00034851,             0.00034851,             0.00034851
                     50,                 0.6777,                0.67466,                0.90419,                0.90034,                0.89959,                0.95732,                0.79561,                0.67167,                0.54794,                0.90498,              0.0003382,              0.0003382,              0.0003382
                     51,                0.66045,                0.69049,                0.91786,                0.85422,                0.86658,                0.93911,                0.79005,                0.66178,                0.54886,                0.90174,             0.00032789,             0.00032789,             0.00032789
                     52,                0.63874,                0.63856,                 0.8965,                0.82963,                0.87553,                0.90476,                   0.77,                0.66311,                0.53132,                0.90681,             0.00031758,             0.00031758,             0.00031758
                     53,                 0.6533,                0.64116,                0.90148,                0.82662,                0.89946,                0.93793,                0.77453,                0.67362,                 0.5673,                0.90969,             0.00030727,             0.00030727,             0.00030727
                     54,                0.65778,                 0.6626,                0.90417,                 0.8428,                0.89959,                0.94629,                0.78653,                 0.6461,                0.50998,                0.90004,             0.00029696,             0.00029696,             0.00029696
                     55,                0.63632,                0.60818,                0.89556,                0.90235,                0.83593,                0.93158,                0.77488,                0.68654,                0.50829,                0.91657,             0.00028666,             0.00028666,             0.00028666
                     56,                0.65283,                0.63568,                0.91587,                0.92594,                0.85577,                0.96011,                0.79731,                0.66948,                0.50075,                0.91083,             0.00027635,             0.00027635,             0.00027635
                     57,                0.63904,                0.62369,                0.90586,                0.89373,                 0.8916,                0.95002,                0.80177,                 0.6616,                0.51406,                0.89837,             0.00026604,             0.00026604,             0.00026604
                     58,                0.62572,                0.58199,                0.88951,                0.92234,                 0.8686,                0.92271,                0.77323,                0.69031,                0.54218,                0.90784,             0.00025573,             0.00025573,             0.00025573
                     59,                0.63569,                0.62216,                 0.9062,                0.92086,                0.87343,                0.93411,                0.78997,                0.65499,                0.53345,                0.89978,             0.00024542,             0.00024542,             0.00024542
                     60,                0.63517,                0.61374,                0.89523,                 0.8738,                0.88626,                0.93155,                 0.7867,                0.65589,                0.52228,                0.90157,             0.00023511,             0.00023511,             0.00023511
                     61,                0.63375,                0.60033,                0.89201,                0.85439,                0.85187,                0.92387,                0.77322,                0.67043,                0.53644,                0.90466,             0.00022481,             0.00022481,             0.00022481
                     62,                0.61827,                0.57844,                0.88841,                0.89906,                0.80332,                0.92236,                0.77315,                0.65042,                0.52243,                0.89819,              0.0002145,              0.0002145,              0.0002145
                     63,                 0.6015,                0.56172,                 0.8843,                0.91051,                0.84271,                0.92521,                0.77071,                0.67153,                0.52989,                0.90185,             0.00020419,             0.00020419,             0.00020419
                     64,                0.61065,                0.55317,                0.88468,                0.91027,                 0.8554,                0.92252,                 0.7685,                0.66259,                0.51728,                 0.9036,             0.00019388,             0.00019388,             0.00019388
                     65,                0.58942,                0.54969,                0.88788,                  0.901,                0.86545,                0.92303,                0.76358,                 0.6852,                0.51111,                0.90779,             0.00018357,             0.00018357,             0.00018357
                     66,                0.57555,                 0.5535,                0.86724,                0.88471,                0.85778,                 0.9322,                 0.7826,                 0.6599,                   0.49,                0.90228,             0.00017326,             0.00017326,             0.00017326
                     67,                0.57123,                 0.5392,                0.89894,                 0.8854,                0.85491,                0.93148,                0.78135,                0.63974,                0.49305,                0.89986,             0.00016296,             0.00016296,             0.00016296
                     68,                 0.5611,                0.52984,                0.87541,                0.91174,                0.85202,                0.92822,                0.77487,                0.64377,                 0.5044,                0.89816,             0.00015265,             0.00015265,             0.00015265
                     69,                0.58908,                0.53544,                0.88481,                0.91085,                0.86494,                0.93071,                0.77781,                0.62148,                0.49012,                0.88961,             0.00014234,             0.00014234,             0.00014234
                     70,                0.56941,                0.53203,                0.88054,                 0.8863,                0.87453,                0.93814,                0.79326,                0.63881,                0.48273,                0.89298,             0.00013203,             0.00013203,             0.00013203
                     71,                0.53477,                0.54999,                0.87142,                0.86638,                0.88545,                0.93731,                0.79699,                0.63837,                0.48669,                0.88954,             0.00012172,             0.00012172,             0.00012172
                     72,                 0.5243,                0.53439,                0.86694,                0.87209,                0.88403,                0.93699,                0.79319,                0.63227,                0.48912,                0.88856,             0.00011141,             0.00011141,             0.00011141
                     73,                0.51721,                0.52065,                0.86208,                0.87209,                0.88779,                0.93371,                0.78545,                0.64121,                0.48728,                 0.8911,             0.00010111,             0.00010111,             0.00010111
                     74,                0.51842,                0.51509,                0.87017,                0.87357,                0.89187,                0.92836,                0.77749,                0.62363,                0.48864,                0.88784,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     75,                0.51413,                0.52229,                0.86475,                0.85999,                0.89096,                0.92587,                0.78496,                0.61126,                 0.4838,                0.88419,             8.0489e-05,             8.0489e-05,             8.0489e-05
                     76,                0.50032,                 0.5025,                0.85973,                0.86387,                0.87065,                0.92865,                0.78612,                0.60758,                0.47278,                0.88201,              7.018e-05,              7.018e-05,              7.018e-05
                     77,                0.49553,                0.48742,                 0.8504,                0.86255,                0.89486,                0.94232,                0.78922,                0.61422,                0.47121,                0.88182,             5.9872e-05,             5.9872e-05,             5.9872e-05
                     78,                0.49918,                0.50281,                0.85392,                0.86565,                0.90117,                0.94955,                0.80472,                 0.6148,                0.46921,                 0.8827,             4.9564e-05,             4.9564e-05,             4.9564e-05
                     79,                0.49972,                 0.5025,                0.84714,                0.86994,                0.90202,                0.94374,                0.80256,                0.60943,                0.47552,                0.88202,             3.9255e-05,             3.9255e-05,             3.9255e-05
                     80,                 0.4825,                0.49648,                0.84665,                0.87429,                0.89445,                0.93801,                0.79261,                0.60429,                0.47129,                0.88133,             2.8947e-05,             2.8947e-05,             2.8947e-05
